Image	1	0.0813279	-0.101166	0.812401	0.680264	-0.620654	0.190867	0.339999	
Image	2	-0.0105792	-0.0672102	0.851324	0.658009	-0.634699	0.242723	0.324449	
Image	3	-0.0033541	-0.0280609	0.843438	0.654162	-0.623997	0.254965	0.343065	
Image	4	0.0501553	0.0389613	0.843779	0.649289	-0.598944	0.268674	0.384063	
Image	5	-0.00516445	0.0586359	0.844126	-0.621374	0.622305	-0.290467	-0.377173	
Image	6	0.0171092	0.038622	0.847069	0.63305	-0.61599	0.277612	0.377803	
Image	7	0.0350293	0.0959108	0.960218	0.804773	-0.286098	0.0945526	0.511418	
Image	8	0.0907181	0.00297521	0.946449	0.827739	-0.272762	0.0497169	0.48783	
Image	9	0.108009	-0.0695581	0.939037	0.848332	-0.25502	0.0384397	0.462408	
Image	10	0.147651	-0.10996	0.92157	0.854706	-0.250956	0.014386	0.454193	
Image	11	0.141854	-0.109045	0.921804	0.85395	-0.255709	0.0155719	0.452924	
Image	12	-0.0281255	-0.0918465	1.07768	0.870015	0.147948	-0.0537416	0.467222	
Image	13	-0.137802	-0.0176784	1.05014	0.867597	0.0930711	-0.0333399	0.487341	
Image	14	-0.121495	-0.195458	1.02192	0.906382	0.0573432	-0.0412036	0.416516	
Image	15	-0.103006	-0.226252	1.02549	0.912126	0.0610833	-0.0519922	0.401985	
Image	16	0.0590557	-0.142478	1.03294	0.890824	0.0816389	-0.129197	0.427872	
Image	17	0.311069	-0.174799	0.925937	0.867757	0.159033	-0.227908	0.412025	
Image	18	0.246636	-0.132106	0.961832	0.866412	0.123869	-0.19888	0.440946	
Image	19	0.249224	-0.108806	0.970456	0.860053	0.124291	-0.197935	0.453523	
Image	20	0.242393	0.0122295	0.986389	0.828725	0.077756	-0.208625	0.513463	
Image	21	-0.0354947	0.128468	1.09079	0.78477	0.277426	-0.246447	0.496422	
Image	22	-0.0842826	0.118106	1.05997	0.765558	0.33108	-0.239304	0.497031	
Image	23	-0.0220967	-0.099395	1.05954	0.79707	0.382676	-0.217384	0.413499	
Image	24	0.217672	-0.0931952	1.01848	0.76151	0.41393	-0.317118	0.384968	
Image	25	0.262003	-0.108765	0.991475	0.761801	0.411098	-0.335042	0.372028	
Image	26	0.0458429	0.0940647	0.889958	0.594843	0.613002	-0.377703	0.357393	
Image	27	0.095248	0.0720876	0.90207	0.602546	0.613124	-0.379132	0.342454	
Image	28	0.215069	-0.0281942	0.855627	0.603656	0.637436	-0.395165	0.270407	
