Image	1	0.111399	-0.039587	0.606664	0.0238359	0.991563	-0.0351041	-0.122487	
Image	2	0.0891084	-0.0346866	0.614094	0.0207518	0.996653	-0.0210863	-0.0762007	
Image	3	0.0809909	-0.0312883	0.607745	0.0324034	0.99647	-0.0103886	-0.0767396	
Image	4	0.0756194	-0.028559	0.610434	0.0324356	0.996232	-0.0115821	-0.079593	
Image	5	0.0764925	-0.0286181	0.605495	0.0390337	0.996769	-0.00360844	-0.0701067	
Image	6	0.0850023	-0.036985	0.592868	0.0501939	0.996379	0.020382	-0.0655237	
Image	7	0.104673	-0.0146565	0.541018	0.0818228	0.978891	0.107003	0.153715	
Image	8	0.119007	0.0113969	0.546063	0.183192	0.950425	-0.0628603	0.243273	
